,Title,Cited
1101,Regularizing Towards Soft Equivariance Under Mixed Symmetries,0
1105,Efficient Rate Optimal Regret for Adversarial Contextual MDPs Using Online Function Approximation,0
1610,Long Horizon Temperature Scaling,0
1607,Pruning via Sparsity-indexed ODE: a Continuous Sparsity Viewpoint,0
1107,MultiRobustBench: Benchmarking Robustness Against Multiple Attacks,0
1606,Opponent-Limited Online Search for Imperfect Information Games,0
48,Active Policy Improvement from Multiple Black-box Oracles,0
1149,Unlocking Slot Attention by Changing Optimal Transport Costs,0
1152,Projected Tensor Power Method for Hypergraph Community Recovery,0
1228,Implicit Regularization Leads to Benign Overfitting for Sparse Linear Regression,0
1533,TIPS: Topologically Important Path Sampling for Anytime Neural Networks,0
1194,Expected Gradients of Maxout Networks and Consequences to Parameter Initialization,0
1195,Topological Singularity Detection at Multiple Scales,0
1197,Do You Remember? Overcoming Catastrophic Forgetting for Fake Audio Detection,0
1200,Automatic Intrinsic Reward Shaping for Exploration in Deep Reinforcement Learning,0
1201,Symmetry-Aware Robot Design with Structured Subgroups,0
1541,The Unintended Consequences of Discount Regularization: Improving Regularization in Certainty Equivalence Reinforcement Learning,0
35,Polynomial Preconditioning for Gradient Methods,0
1535,Exploring Model Dynamics for Accumulative Poisoning Discovery,0
45,Action Matching: Learning Stochastic Dynamics from Samples,0
1189,GRAFENNE: Learning on Graphs with Heterogeneous and Dynamic Feature Sets,0
1215,Improving Graph Neural Networks with Learnable Propagation Operators,0
1526,DIVISION: Memory Efficient Training via Dual Activation Precision,0
1525,Optimal Arms Identification with Knapsacks,0
1219,Towards credible visual model interpretation with path attribution,0
1520,Continual Learners are Incremental Model Generalizers,0
1519,From Hypergraph Energy Functions to Hypergraph Neural Networks,0
1223,Contrastive Learning Meets Homophily: Two Birds with One Stone,0
1517,Fundamental Tradeoffs in Learning with Prior Information,0
1192,Total Variation Graph Neural Networks,0
1184,Multi-Task Structural Learning using Local Task Similarity induced Neuron Creation and Removal,0
1560,Moderately Distributional Exploration for Domain Generalization,0
1167,Vertical Federated Graph Neural Network for Recommender System,0
1153,Optimal Rates and Efficient Algorithms for Online Bayesian Persuasion,0
1558,Probabilistic Concept Bottleneck Models,0
1157,Fascinating Supervisory Signals and Where to Find Them: Deep Anomaly Detection with Scale Learning,0
1557,On the Impact of Knowledge Distillation for Model Interpretability,0
1161,Bidirectional Looking with A Novel Double Exponential Moving Average to Adaptive and Non-adaptive Momentum Optimizers,0
1163,Causal Structure Learning for Latent Intervened Non-stationary Data,0
1165,A Distribution Optimization Framework for Confidence Bounds of Risk Measures,0
1555,Online Prototype Alignment for Few-shot Policy Transfer,0
1554,Nearly Optimal Algorithms with Sublinear Computational Complexity for Online Kernel Regression,0
1548,PFNs4BO: In-Context Learning for Bayesian Optimization,0
1553,Improving Visual Prompt Tuning for Self-supervised Vision Transformers,0
1171,Unscented Autoencoder,0
1172,Finding Generalization Measures by Contrasting Signal and Noise,0
1173,Regression with Sensor Data Containing Incomplete Observations,0
1175,Detecting Out-of-distribution Data through In-distribution Class Prior,0
1176,Learning Unnormalized Statistical Models via Compositional Optimization,0
1549,Meta-SAGE: Scale Meta-Learning Scheduled Adaptation with Guided Exploration for Mitigating Scale Shift on Combinatorial Optimization,0
1178,CrossSplit: Mitigating Label Noise Memorization through Data Splitting,0
1342,Theoretical Guarantees of Learning Ensembling Strategies with Applications to Time Series Forecasting,0
93,FARE: Provably Fair Representation Learning with Practical Certificates,0
475,Flash: Concept Drift Adaptation in Federated Learning,0
469,Computational Asymmetries in Robust Classification,0
428,Covariate balancing using the integral probability metric for causal inference,0
435,Explore and Exploit the Diverse Knowledge in Model Zoo for Domain Generalization,0
441,Trompt: Towards a Better Deep Neural Network for Tabular Data,0
446,On Computing Optimal Tree Ensembles,0
82,Weakly Supervised Regression with Interval Targets,0
455,Learning Prescriptive ReLU Networks,0
462,Hypothesis Transfer Learning with Surrogate Classification Losses: Generalization Bounds through Algorithmic Stability,0
465,Do Machine Learning Models Learn Statistical Rules Inferred from Data?,0
467,Generalized Disparate Impact for Configurable Fairness Solutions in ML,0
468,On the Effectiveness of Offline RL for Dialogue Response Generation,0
473,Probabilistic Attention-to-Influence Neural Models for Event Sequences,0
426,Trading-Off Payments and Accuracy in Online Classification with Paid Stochastic Experts,0
479,Out-of-Distribution Generalization of Federated Learning via Implicit Invariant Relationships,0
481,Monotonic Location Attention for Length Generalization,0
483,End-to-end Differentiable Clustering with Associative Memories,0
486,Fighting Fire with Fire: Contrastive Debiasing without Bias-free Data via Generative Bias-transformation,0
487,Image generation with shortest path diffusion,0
494,Learning Representations without Compositional Assumptions,0
495,Optimization for Amortized Inverse Problems,0
496,Topologically Faithful Image Segmentation via Induced Matching of Persistence Barcodes,0
499,A Kernelized Stein Discrepancy for Biological Sequences,0
502,Streaming Submodular Maximization with Differential Privacy,0
427,Provable Benefit of Mixup for Finding Optimal Decision Boundaries,0
423,CocktailSGD: Fine-tuning Foundation Models over 500Mbps Networks,0
506,Superhuman Fairness,0
396,Evaluating Unsupervised Denoising Requires Unsupervised Metrics,0
372,Fisher Information Embedding for Node and Graph Learning,0
373,Efficient Latency-Aware CNN Depth Compression via Two-Stage Dynamic Programming,0
374,Git-Theta: A Git Extension for Collaborative Development of Machine Learning Models,0
376,Explaining Reinforcement Learning with Shapley Values,0
382,Feature Programming for Multivariate Time Series Prediction,0
83,Controllable Neural Symbolic Regression,0
387,Learning Lightweight Object Detectors via Multi-Teacher Progressive Distillation,0
388,COMCAT: Towards Efficient Compression and Customization of Attention-Based Vision Models,0
390,Emergence of Adaptive Circadian Rhythms in Deep Reinforcement Learning,0
395,Group Equivariant Fourier Neural Operators for Partial Differential Equations,0
397,Rethinking Weak Supervision in Helping Contrastive Learning,0
422,Universal Morphology Control via Contextual Modulation,0
398,Near-Optimal Quantum Coreset Construction Algorithms for Clustering,0
399,On Heterogeneous Treatment Effects in Heterogeneous Causal Graphs,0
401,Differentially Private Distributed Bayesian Linear Regression with MCMC,0
404,Topological Point Cloud Clustering,0
405,Provably Efficient Offline Reinforcement Learning with Perturbed Data Sources,0
407,Margin-based sampling in high dimensions: When being active is less efficient than staying passive,0
412,Quantifying the Variability Collapse of Neural Networks,0
414,Reinforcement Learning Can Be More Efficient with Multiple Rewards,0
415,Adversarial Learning of Distributional Reinforcement Learning,0
420,Learning Expressive Priors for Generalization and Uncertainty Estimation in Neural Networks,0
503,What do CNNs Learn in the First Layer and Why? A Linear Systems Perspective,0
509,Masked Bayesian Neural Networks : Theoretical Guarantee and its Posterior Inference,0
369,Stein Variational Goal Generation for adaptive Exploration in Multi-Goal Reinforcement Learning,0
653,Subset Selection Based On Multiple Rankings in the Presence of Bias: Effectiveness of Fairness Constraints for Multiwinner Voting Score Functions,0
633,Efficient Algorithms for Exact Graph Matching on Correlated Stochastic Block Models with Constant Correlation,0
634,Prototype-oriented unsupervised anomaly detection for multivariate time series,0
635,Delay-agnostic Asynchronous Coordinate Update Algorithm,0
636,FedCR: Personalized Federated Learning Based on Across-Client Common Representation with Conditional Mutual Information Regularization,0
637,Lifelong Language Pretraining with Distribution-Specialized Experts,0
640,Accounting For Informative Sampling When Learning to Forecast Treatment Outcomes Over Time,0
642,Towards Quantum Machine Learning for Constrained Combinatorial Optimization: a Quantum QAP Solver,0
644,Estimation Beyond Data Reweighting: Kernel Method of Moments,0
645,Importance Weighted Expectation-Maximization for Protein Sequence Design,0
646,Dissecting the Effects of SGD Noise in Distinct Regimes of Deep Learning,0
656,Expertise Trees Resolve Knowledge Limitations in Collective Decision-Making,0
629,Diverse and Faithful Knowledge-Grounded Dialogue Generation via Sequential Posterior Inference,0
67,InfoDiffusion: Representation Learning Using Information Maximizing Diffusion Models,0
664,Fast Online Node Labeling for Very Large Graphs,0
667,Structured Cooperative Learning with Graphical Model Priors,0
66,Partial Optimality in Cubic Correlation Clustering,0
674,Learning to Suggest Breaks: Sustainable Optimization of Long-Term User Engagement,0
679,Generated Graph Detection,0
682,MetaModulation: Learning Variational Feature Hierarchies for Few-Shot Learning with Fewer Tasks,0
688,Dynamic Constrained Submodular Optimization with Polylogarithmic Update Time,0
689,Deep Clustering with Incomplete Noisy Pairwise Annotations: A Geometric Regularization Approach,0
691,Distance Weighted Supervised Learning for Offline Interaction Data,0
630,X-Paste: Revisiting Scalable Copy-Paste for Instance Segmentation using CLIP and StableDiffusion,0
627,Curiosity in Hindsight: Intrinsic Exploration in Stochastic Environments,0
511,Communication-Constrained Bandits under Additive Gaussian Noise,0
575,Prototype-Sample Relation Distillation: Towards Replay-Free Continual Learning,0
514,Approximation and Estimation Ability of Transformers for Sequence-to-Sequence Functions with Infinite Dimensional Input,0
518,The Regret of Exploration and the Control of Bad Episodes in Reinforcement Learning,0
535,Statistical Foundations of Prior-Data Fitted Networks,0
538,Truncating Trajectories in Monte Carlo Reinforcement Learning,0
540,Certified Robust Neural Networks: Generalization and Corruption Resistance,0
544,Kernel Sufficient Dimension Reduction and Variable Selection for Compositional Data via Amalgamation,0
549,Unsupervised Skill Discovery for Learning Shared Structures across Changing Environments,0
562,Fractional Denoising for 3D Molecular Pre-training,0
571,Learn to Accumulate Evidence from All Training Samples: Theory and Practice,0
572,Multi-agent Online Scheduling: MMS Allocations for Indivisible Items,0
75,Robust Counterfactual Explanations for Neural Networks With Probabilistic Guarantees,0
626,QuantumDARTS: Differentiable Quantum Architecture Search for Variational Quantum Algorithms,0
580,Continual Task Allocation in Meta-Policy Network via Sparse Prompting,0
594,Federated Linear Contextual Bandits with User-level Differential Privacy,0
72,Theoretical Behavior of XAI Methods in the Presence of Suppressor Variables,0
597,Nonparametric Generative Modeling with Conditional Sliced-Wasserstein Flows,0
606,State and parameter learning with PARIS particle Gibbs,0
611,Last Switch Dependent Bandits with Monotone Payoff Functions,0
617,Directed Chain Generative Adversarial Networks,0
619,Layered State Discovery for Incremental Autonomous Exploration,0
620,MonoFlow: Rethinking Divergence GANs via the Perspective of Wasserstein Gradient Flows,0
621,CataBEEM: Integrating Latent Interaction Categories in Node-wise Community Detection Models for Network Data,0
370,Critical Points and Convergence Analysis of Generative Deep Linear Networks Trained with Bures-Wasserstein Loss,0
367,Predicting Ordinary Differential Equations with Transformers,0
702,Emergence of Sparse Representations from Noise,0
194,Parallel Neurosymbolic Integration with Concordia,0
170,Future-conditioned Unsupervised Pretraining for Decision Transformer,0
176,End-to-end Training of Deep Boltzmann Machines by Unbiased Contrastive Divergence with Local Mode Initialization,0
178,Kernel QuantTree,0
180,Adversarial robustness of amortized Bayesian inference,0
181,Langevin Thompson Sampling with Logarithmic Communication: Bandits and Reinforcement Learning,0
182,Adversarially Robust PAC Learnability of Real-Valued Functions,0
183,Reprogramming Pretrained Language Models for Antibody Sequence Infilling,0
187,Online Learning with Feedback Graphs: The True Shape of Regret,0
190,Learning to Jump: Thinning and Thickening Latent Counts for Generative Modeling,0
191,Identifying Interpretable Subspaces in Image Representations,0
195,Conditional Tree Matching for Inference-Time Adaptation of Tree Prediction Models,0
164,Revisiting Structured Variational Autoencoders,0
196,Uncertainty Estimation for Molecules: Desiderata and Methods,0
198,Posterior Sampling for Deep Reinforcement Learning,0
202,Improved Online Learning Algorithms for CTR Prediction in Ad Auctions,0
207,Infusing Lattice Symmetry Priors in Attention Mechanisms for Sample-Efficient Abstract Geometric Reasoning,0
209,Tensor Decompositions Meet Control Theory: Learning General Mixtures of Linear Dynamical Systems,0
212,Generating Private Synthetic Data with Genetic Algorithms,0
214,Modeling Temporal Data as Continuous Functions with Stochastic Process Diffusion,0
216,Flexible Phase Dynamics for Bio-Plausible Contrastive Learning,0
218,Understanding the Distillation Process from Deep Generative Models to Tractable Probabilistic Circuits,0
219,Neural FIM for learning Fisher information metrics from point cloud data,0
165,Tied-Augment: Controlling Representation Similarity Improves Data Augmentation,0
161,MG-GNN: Multigrid Graph Neural Networks for Learning Multilevel Domain Decomposition Methods,0
222,Robust Subtask Learning for Compositional Generalization,0
124,Detecting Adversarial Directions in Deep Reinforcement Learning to Make Robust Decisions,0
96,On the Importance of Feature Decorrelation for Unsupervised Representation Learning in Reinforcement Learning,0
97,"Trainability, Expressivity and Interpretability in Gated Neural ODEs",0
103,Multi-Symmetry Ensembles: Improving Diversity and Generalization via Opposing Symmetries,0
105,Hidden Symmetries of ReLU Networks,0
106,Bootstrapped Representations in Reinforcement Learning,0
107,New metrics and search algorithms for weighted causal DAGs,0
109,Path Neural Networks: Expressive and Accurate Graph Neural Networks,0
114,Towards Constituting Mathematical Structures for Learning to Optimize,0
115,Identifiability and Generalizability in Constrained Inverse Reinforcement Learning,0
122,Additive Causal Bandits with Unknown Graph,0
127,Improved Policy Evaluation for Randomized Trials of Algorithmic Resource Allocation,0
158,Emergent Asymmetry of Precision and Recall for Measuring Fidelity and Diversity of Generative Models in High Dimensions,0
130,Cooperation in the Latent Space: The Benefits of Adding Mixture Components in Variational Autoencoders,0
137,Neural Network Accelerated Implicit Filtering: Integrating Neural Network Surrogates With Provably Convergent Derivative Free Optimization Methods,0
139,Constrained Optimization via Exact Augmented Lagrangian and Randomized Iterative Sketching,0
142,Accelerated Cyclic Coordinate Dual Averaging with Extrapolation for Composite Convex Optimization,0
145,Why Target Networks Stabilise Temporal Difference Methods,0
146,Simplified Temporal Consistency Reinforcement Learning,0
149,Algorithms for bounding contribution for histogram estimation under user-level privacy,0
153,Structural Re-weighting Improves Graph Domain Adaptation,0
155,Machine Learning Force Fields with Data Cost Aware Training,0
157,ED-Batch: Efficient Automatic Batching of Dynamic Neural Networks via Learned Finite State Machines,0
221,Variational Mixture of HyperGenerators for Learning Distributions over Functions,0
226,From Adaptive Query Release to Machine Unlearning,0
365,Who Needs to Know? Minimal Knowledge for Optimal Coordination,0
322,Linear Time GPs for Inferring Latent Trajectories from Neural Spike Trains,0
298,Linear CNNs Discover the Statistical Structure of the Dataset Using Only the Most Dominant Frequencies,0
301,"Extending Kernel PCA through Dualization: Sparsity, Robustness and Fast Algorithms",0
306,User-defined Event Sampling and Uncertainty Quantification in Diffusion Models for Physical Dynamical Systems,0
310,Federated Heavy Hitter Recovery under Linear Sketching,0
312,Conditionally Strongly Log-Concave Generative Models,0
313,BNN-DP: Robustness Certification of Bayesian Neural Networks via Dynamic Programming,0
314,Nonlinear Causal Discovery with Latent Confounders,0
317,Revisiting Data-Free Knowledge Distillation with Poisoned Teachers,0
320,Dual Propagation: Accelerating Contrastive Hebbian Learning with Dyadic Neurons,0
321,Identifying Useful Learnwares for Heterogeneous Label Spaces,0
328,Bandit Online Linear Optimization with Hints and Queries,0
295,Prefer to Classify: Improving Text Classifiers via Auxiliary Preference Learning,0
336,RGE: A Repulsive Graph Rectification for Node Classification via Influence,0
343,Compressing Tabular Data via Latent Variable Estimation,0
345,Learnability and Algorithm for Continual Learning,0
346,Online Local Differential Private Quantile Inference via Self-normalization,0
347,Primal and Dual Analysis of Entropic Fictitious Play for Finite-sum Problems,0
351,Sequential Strategic Screening,0
356,The Acquisition of Physical Knowledge in Generative Neural Networks,0
358,The Persistent Laplacian for Data Science: Evaluating Higher-Order Persistent Spectral Representations of Data,0
359,DUET: 2D Structured and Approximately Equivariant Representations,0
362,SeMAIL: Eliminating Distractors in Visual Imitation via Separated Models,0
296,On Preemption and Learning in Stochastic Scheduling,0
293,Adaptive Coordination in Social Embodied Rearrangement,0
228,Learning Dense Correspondences between Photos and Sketches,0
262,PASTA: Pessimistic Assortment Optimization,0
229,Conformalization of Sparse Generalized Linear Models,0
233,Locally Regularized Neural Differential Equations: Some Black Boxes were meant to remain closed!,0
242,Active causal structure learning with advice,0
89,Polyhedral Complex Extraction from ReLU Networks using Edge Subdivision,0
246,Graph Inductive Biases in Transformers without Message Passing,0
247,Complexity of Block Coordinate Descent with Proximal Regularization and Applications to Wasserstein CP-dictionary Learning,0
248,Neural Wave Machines: Learning Spatiotemporally Structured Representations with Locally Coupled Oscillatory Recurrent Neural Networks,0
249,Principled Acceleration of Iterative Numerical Methods Using Machine Learning,0
252,LoSparse: Structured Compression of Large Language Models based on Low-Rank and Sparse Approximation,0
259,On Kinetic Optimal Probability Paths for Generative Models,0
269,Compositional Score Modeling for Simulation-Based Inference,0
292,Spatial Implicit Neural Representations for Global-Scale Species Mapping,0
270,Local Vertex Colouring Graph Neural Networks,0
275,Polarity Is All You Need to Learn and Transfer Faster,0
281,Gradient Descent Converges Linearly for Logistic Regression on Separable Data,0
282,Approximate Stein Classes for Truncated Density Estimation,0
284,Mitigating Propagation Failures in Physics-informed Neural Networks using Retain-Resample-Release (R3) Sampling,0
287,Regions of Reliability in the Evaluation of Multivariate Probabilistic Forecasts,0
288,AbODE: Ab initio antibody design using conjoined ODEs,0
289,TGRL: An Algorithm for Teacher Guided Reinforcement Learning,0
290,Learning-augmented private algorithms for multiple quantile release,0
291,Adaptively Weighted Data Augmentation Consistency Regularization for Robust Optimization under Concept Shift,0
697,Towards Practical Preferential Bayesian Optimization with Skew Gaussian Processes,0
960,Learning Intuitive Policies Using Action Features,0
802,Global Optimization with Parametric Function Approximation,0
866,Mirror Sinkhorn: Fast Online Optimization on Transport Polytopes,0
746,Matrix Estimation for Individual Fairness,0
877,On the Global Convergence of Risk-Averse Policy Gradient Methods with Expected Conditional Risk Measures,0
817,Spatial-Temporal Graph Learning with Adversarial Contrastive Adaptation,0
808,Supported Trust Region Optimization for Offline Reinforcement Learning,0
861,ELSA: Efficient Label Shift Adaptation through the Lens of Semiparametric Models,0
878,Learning Mixtures of Gaussians with Censored Data,0
744,Discovering Object-Centric Generalized Value Functions From Pixels,0
797,Fast Rates in Time-Varying Strongly Monotone Games,0
730,Anchor Sampling for Federated Learning with Partial Client Participation,0
711,Optimizing Hyperparameters with Conformal Quantile Regression,0
859,Polynomial Time and Private Learning of Unbounded Gaussian Mixture Models,0
881,Addressing Budget Allocation and Revenue Allocation in Data Market Environments Using an Adaptive Sampling Algorithm,0
807,Auto-Differentiation of Relational Computations for Very Large Scale Machine Learning,0
806,Towards Robust and Safe Reinforcement Learning with Benign Off-policy Data,0
882,Policy Gradient in Robust MDPs with Global Convergence Guarantee,0
710,Rotation and Translation Invariant Representation Learning with Implicit Neural Representations,0
765,Hiding Data Helps: On the Benefits of Masking for Sparse Coding,0
840,Provably Convergent Schrödinger Bridge with Applications to Probabilistic Time Series Imputation,0
754,Featured Graph Coarsening with Similarity Guarantees,0
876,Moccasin: Efficient Tensor Rematerialization for Neural Networks,0
790,Optimal Sets and Solution Paths of ReLU Networks,0
857,Mixture Proportion Estimation Beyond Irreducibility,0
760,Learning Regions of Interest for Bayesian Optimization with Adaptive Level-Set Estimation,0
868,Offline Learning in Markov Games with General Function Approximation,0
811,Motion Question Answering via Modular Motion Programs,0
794,Traversing Between Modes in Function Space for Fast Ensembling,0
844,Towards Trustworthy Explanation: On Causal Rationalization,0
719,Integrating Prior Knowledge in Contrastive Learning with Kernel,0
756,Policy Regularization with Dataset Constraint for Offline Reinforcement Learning,0
795,What is Essential for Unseen Goal Generalization of Offline Goal-conditioned RL?,0
843,Improved Algorithms for White-Box Adversarial Streams,0
718,Adaptive Compositional Continual Meta-Learning,0
792,Demonstration-free Autonomous Reinforcement Learning via Implicit and Bidirectional Curriculum,0
748,One-sided Matrix Completion from Two Observations Per Row,0
869,Local Optimization Achieves Global Optimality in Multi-Agent Reinforcement Learning,0
812,Optimal Online Generalized Linear Regression with Stochastic Noise and Its Application to Heteroscedastic Bandits,0
60,Proper Losses for Discrete Generative Models,0
753,Stabilizing GANs' Training with Brownian Motion Controller,0
842,Randomized Schur Complement Views for Graph Contrastive Learning,0
714,Graph Neural Networks with Learnable and Optimal Polynomial Bases,0
791,Transformed Distribution Matching for Missing Value Imputation,0
713,Hyperbolic Diffusion Embedding and Distance for Hierarchical Representation Learning,0
883,Wrapped Cauchy Distributed Angular Softmax for Long-Tailed Visual Recognition,0
741,Proper Scoring Rules for Survival Analysis,0
766,Learning to Design Analog Circuits to Meet Threshold Specifications,0
850,Difference-in-Differences Meets Tree-based Methods: Heterogeneous Treatment Effects Estimation with Unmeasured Confounding,0
787,Towards a Persistence Diagram that is Robust to Noise and Varied Densities,0
750,Hierarchical Neural Coding for Controllable CAD Model Generation,0
703,Non-stationary Reinforcement Learning under General Function Approximation,0
735,Towards Better Graph Representation Learning with Parameterized Decomposition & Filtering,0
853,Chameleon: Adapting to Peer Images for Planting Durable Backdoors in Federated Learning,0
772,SpENCNN: Orchestrating Encoding and Sparsity for Fast Homomorphically Encrypted Neural Network Inference,0
782,On the Impact of Algorithmic Recourse on Social Segregation,0
780,Controlling Type Confounding in Ad Hoc Teamwork with Instance-wise Teammate Feedback Rectification,0
61,Private Federated Learning with Autotuned Compression,0
800,Tighter Analysis for ProxSkip,0
899,On the Interplay Between Misspecification and Sub-optimality Gap in Linear Contextual Bandits,0
900,AutoCoreset: An Automatic Practical Coreset Construction Framework,0
903,Variance Control for Distributional Reinforcement Learning,0
779,A Universal Unbiased Method for Classification from Aggregate Observations,0
777,"Neural Latent Aligner: Cross-trial Alignment for Learning Representations of Complex, Naturalistic Neural Data",0
734,Temporally Consistent Transformers for Video Generation,0
849,Test-Time Style Shifting: Handling Arbitrary Styles in Domain Generalization,0
722,Offline Meta Reinforcement Learning with In-Distribution Online Adaptation,0
752,Ske2Grid: Skeleton-to-Grid Representation Learning for Action Recognition,0
894,How to address monotonicity for model risk management?,0
62,SpotEM: Efficient Video Search for Episodic Memory,0
737,GraphCleaner: Detecting Mislabelled Samples in Popular Graph Learning Benchmarks,0
824,Infinite Action Contextual Bandits with Reusable Data Exhaust,0
738,Data Structures for Density Estimation,0
721,From Temporal to Contemporaneous Iterative Causal Discovery in the Presence of Latent Confounders,0
767,Explainability as statistical inference,0
768,Streaming Active Learning with Deep Neural Networks,0
709,Differentially Private Episodic Reinforcement Learning with Heavy-tailed Rewards,0
892,Learning Deep Time-index Models for Time Series Forecasting,0
855,Bayesian Neural Networks Avoid Encoding Complex and Perturbation-Sensitive Concepts,0
63,DRCFS: Doubly Robust Causal Feature Selection,0
837,Does Sparsity Help in Learning Misspecified Linear Bandits?,0
706,Improved Active Multi-Task Representation Learning via Lasso,0
770,Shiftable Context: Addressing Training-Inference Context Mismatch in Simultaneous Speech Translation,0
707,Convergence of First-Order Methods for Constrained Nonconvex Optimization with Dependent Data,0
829,D2Match: Leveraging Deep Learning and Degeneracy for Subgraph Matching,0
303,Accelerated Primal-Dual Methods for Convex-Strongly-Concave Saddle Point Problems,-1
294,OMS-DPM: Optimizing the Model Schedule for Diffusion Probabilistic Models,-1
1592,BLIP-2: Bootstrapping Language-Image Pre-training with Frozen Image Encoders and Large Language Models,-1
87,A Statistical Perspective on Retrieval-Based Models,-1
1591,Eliminating Adversarial Noise via Information Discard and Robust Representation Restoration,-1
1582,Understanding and Defending Patched-based Adversarial Attacks for Vision Transformer,-1
299,Properties of the Mallows Model Depending on the Number of Alternatives: A Warning for an Experimentalist,-1
32,MABe22: A Multi-Species Multi-Task Benchmark for Learned Representations of Behavior,-1
1590,Lowering the Pre-training Tax for Gradient-based Subset Training: A Lightweight Distributed Pre-Training Toolkit,-1
1589,Momentum Ensures Convergence of SIGNSGD under Weaker Assumptions,-1
302,Horizon-free Learning for Markov Decision Processes and Games: Stochastically Bounded Rewards and Improved Bounds,-1
804,On Distribution Dependent Sub-Logarithmic Query Time of Learned Indexing,-1
1593,Gradient Descent Finds the Global Optima of Two-Layer Physics-Informed Neural Networks,-1
1115,Robust Weak Supervision with Variational Auto-Encoders,-1
1594,A Nearly-Optimal Bound for Fast Regression with $\ell_\infty$ Guarantee,-1
1625,"A Unified Audio-Visual Learning Framework for Localization, Separation, and Recognition",-1
277,Generative Decoding of Visual Stimuli,-1
276,Training-Free Neural Active Learning with Initialization-Robustness Guarantees,-1
1621,On Investigating the Conservative Property of Score-Based Generative Models,-1
274,Unit Scaling: Out-of-the-Box Low-Precision Training,-1
1623,Rethinking Explaining Graph Neural Networks via Non-parametric Subgraph Matching,-1
272,Diffusion Models for Black-Box Optimization,-1
88,Adaptive IMLE for Few-shot Pretraining-free Generative Modelling,-1
825,CodeIPPrompt: Intellectual Property Infringement Assessment of Code Language Models,-1
973,Improving Bi-level Optimization Based Methods with Inspiration from Humans' Classroom Study Techniques,-1
972,Repository-Level Prompt Generation for Large Language Models of Code,-1
1629,All in a Row: Compressed Convolution Networks for Graphs,-1
266,Leveraging Proxy of Training Data for Test-Time Adaptation,-1
265,Near-Optimal Algorithms for Private Online Optimization in the Realizable Regime,-1
1632,Optimizing Mode Connectivity for Class Incremental Learning,-1
828,Abstract-to-Executable Trajectory Translation for One-Shot Task Generalization,-1
285,DualHSIC: HSIC-Bottleneck and Alignment for Continual Learning,-1
1596,Attribute-Efficient PAC Learning of Low-Degree Polynomial Threshold Functions with Nasty Noise,-1
1604,Trajectory-Aware Eligibility Traces for Off-Policy Reinforcement Learning,-1
1597,Consistency of Multiple Kernel Clustering,-1
1598,Towards Controlled Data Augmentations for Active Learning,-1
1599,Bi-directional Masks for Efficient N:M Sparse Training,-1
1600,The Virtues of Laziness in Model-based RL: A Unified Objective and Algorithms,-1
816,Gradient-based Wang--Landau Algorithm: A Novel Sampler for Output Distribution of Neural Networks over the Input Space,-1
1603,Margin-based Neural Network Watermarking,-1
1576,Oscillation-free Quantization for Low-bit Vision Transformers,-1
1613,Neural Stochastic Differential Games for Time-series Analysis,-1
818,Estimating Joint Treatment Effects by Combining Multiple Experiments,-1
1608,Nesterov Meets Optimism: Rate-Optimal Separable Minimax Optimization,-1
1609,Lazy Agents: A New Perspective on Solving Sparse Reward Problem in Multi-agent Reinforcement Learning,-1
821,Learning to Bid in Repeated First-Price Auctions with Budgets,-1
286,Certifying Ensembles: A General Certification Theory with S-Lipschitzness,-1
1612,Near-Optimal $\Phi$-Regret Learning in Extensive-Form Games,-1
981,Reducing SO(3) Convolutions to SO(2) for Efficient Equivariant GNNs,-1
323,Fair Neighbor Embedding,-1
309,Optimal Stochastic Non-smooth Non-convex Optimization through Online-to-Non-convex Conversion,-1
353,Unveiling the Latent Space Geometry of Push-Forward Generative Models,-1
1008,Optimal Horizon-Free Reward-Free Exploration for Linear Mixture MDPs,-1
1514,No One Idles: Efficient Heterogeneous Federated Learning with Parallel Edge and Server Computation,-1
361,Optimal Convergence Rates for Agnostic Nyström Kernel Learning,-1
360,Forward-Backward Gaussian Variational Inference via JKO in the Bures-Wasserstein Space,-1
1007,A new near-linear time algorithm for k-nearest neighbor search using a compressed cover tree,-1
1518,Understanding Backdoor Attacks through the Adaptability Hypothesis,-1
357,Towards Understanding Generalization of Macro-AUC in Multi-label Learning,-1
1521,Does a Neural Network Really Encode Symbolic Concepts?,-1
1522,Towards Unbiased Training in Federated Open-world Semi-supervised Learning,-1
1523,LinSATNet: The Positive Linear Satisfiability Neural Networks,-1
1524,Semiparametrically Efficient Off-Policy Evaluation in Linear Markov Decision Processes,-1
1005,Demystifying Uneven Vulnerability of Link Stealing Attacks against Graph Neural Networks,-1
355,K-SHAP: Policy Clustering Algorithm for Anonymous Multi-Agent State-Action Pairs,-1
1527,Open-VCLIP: Transforming CLIP to an Open-vocabulary Video Model via Interpolated Weight Optimization,-1
1528,Learning to Boost Training by Periodic Nowcasting Near Future Weights,-1
363,Combinatorial Neural Bandits,-1
1009,TAN Without a Burn: Scaling Laws of DP-SGD,-1
1010,The Benefits of Model-Based Generalization in Reinforcement Learning,-1
1015,STEERING : Stein Information Directed Exploration for Model-Based Reinforcement Learning,-1
1491,Not all Strongly Rayleigh Distributions Have Small Probabilistic Generating Circuits,-1
1492,Simplifying Momentum-based Positive-definite Submanifold Optimization with Applications to Deep Learning,-1
1493,Nugget: Neural Agglomerative Embeddings of Text,-1
379,Distribution Free Domain Generalization,-1
