,Submission,Title,Cited
1727,811,Self-supervised Non-uniform Kernel Estimation with Flow-based Motion Prior for Blind Image Deblurring,1
149,3567,A Unified Pyramid Recurrent Network for Video Frame Interpolation,1
2282,5588,Best of Both Worlds: Multimodal Contrastive Learning with Tabular and Imaging Data,1
94,4616,BEV-LaneDet: An Efficient 3D Lane Detection Based on Virtual Camera via Key-Points,1
2280,8858,OCELOT: Overlapped Cell on Tissue Dataset for Histopathology,1
1770,5314,Global Vision Transformer Pruning with Hessian-Aware Saliency,1
1405,2452,STMixer: A One-Stage Sparse Action Detector,1
1582,4437,pCON: Polarimetric Coordinate Networks for Neural Scene Representations,1
2328,5093,Understanding Deep Generative Models with Generalized Empirical Likelihoods,1
80,6804,NeRF-Supervised Deep Stereo,1
260,11070,PIP-Net: Patch-Based Intuitive Prototypes for Interpretable Image Classification,1
79,1010,Connecting the Dots: Floorplan Reconstruction Using Two-Level Queries,1
1398,9772,Source-Free Video Domain Adaptation with Spatial-Temporal-Historical Consistency Learning,1
265,5616,Multi-Modal Representation Learning with Text-Driven Soft Masks,1
2252,9115,Few-shot Semantic Image Synthesis with Class Affinity Transfer,1
1775,6899,Explaining Image Classifiers with Multiscale Directional Image Representation,1
78,5870,Progressive Transformation Learning for Leveraging Virtual Images in Training,1
1394,9033,Streaming Video Model,1
1393,9466,Video Event Restoration Based on Keyframes for Video Anomaly Detection,1
2251,2028,"Network-free, unsupervised semantic segmentation with synthetic images",1
272,6316,Crossing the Gap: Domain Generalization for Image Captioning,1
274,771,CrowdCLIP: Unsupervised Crowd Counting via Vision-Language Model,1
2249,4314,Semantic Prompt for Few-Shot Image Recognition,1
2330,7821,Hard Sample Matters a Lot in Zero-Shot Quantization,1
1388,3178,Iterative Next Boundary Detection for Instance Segmentation of Tree Rings in Microscopy Images of Shrub Cross Sections,1
1590,2087,RelightableHands: Efficient Neural Relighting of Articulated Hand Models,1
276,11045,Learning to Generate Language-supervised and Open-vocabulary Scene Graph using Pre-trained Visual-Semantic Space,1
70,11143,Semidefinite relaxations for robust multiview triangulation,1
1778,10533,Knowledge Distillation for 6D Pose Estimation by Aligning Distributions of Local Predictions,1
68,11014,DualRefine: Self-Supervised Depth and Pose Estimation Through Iterative Epipolar Sampling and Refinement Toward Equilibrium,1
1543,12401,Robust Generalization against Photon-Limited Corruptions via Worst-Case Sharpness Minimization,1
2246,3366,GP-VTON: Towards General Purpose Virtual Try-on via Collaborative Local-Flow Global-Parsing Learning,1
66,5785,Human Pose Estimation in Extremely Low-Light Conditions,1
2242,8067,HOICLIP: Efficient Knowledge Transfer for HOI Detection with Vision-Language Models,1
302,9110,Semi-supervised learning made simple with self-supervised clustering,1
253,684,FAME-ViL: Multi-Tasking Vision-Language Model for Heterogeneous Fashion Tasks,1
2325,9681,Bias in Pruned Vision Models: In-Depth Analysis and Countermeasures,1
194,5938,Polynomial Implicit Neural Representations For Large Diverse Datasets,1
1693,2623,3D Registration with Maximal Cliques,1
1450,9168,Boundary-aware Backward-Compatible Representation via Adversarial Learning in Image Retrieval,1
1449,4117,Model-Agnostic Gender Debiased Image Captioning,1
1567,662,Adversarial Counterfactual Visual Explanations,1
196,9744,SparseViT: Revisiting Activation Sparsity for Efficient High-Resolution Vision Transformer,1
198,6486,Slide-Transformer: Hierarchical Vision Transformer with Local Self-Attention,1
1756,4118,LayoutFormer++: Conditional Graphic Layout Generation via Constraint Serialization and Decoding Space Restriction,1
1698,5393,Learning Adaptive Dense Event Stereo from the Image Domain,1
202,278,Masked Image Modeling with Local Multi-Scale Reconstruction,1
205,1455,Diverse Embedding Expansion Network and Low-Light Cross-Modality Benchmark for Visible-Infrared Person Re-identification,1
1441,4089,Correlational Image Modeling for Self-Supervised Visual Pre-Training,1
2321,7524,Exploring Data Geometry for Continual Learning,1
90,425,Seeing a Rose in Five Thousand Ways,1
1435,736,Advancing Visual Grounding with Scene Knowledge: Benchmark and Method,1
213,1550,Masked Motion Encoding for Self-Supervised Video Representation Learning,1
1574,768,JacobiNeRF: NeRF Shaping with Mutual Information Gradients,1
220,6059,Egocentric Video Task Translation,1
87,33,NeuMap: Neural Coordinate Mapping by Auto-Transdecoder for Camera Localization,1
227,7635,ASPnet: Action Segmentation with Shared-Private Representation of Multiple Data Sources,1
1425,8044,EXCALIBUR: Encouraging and Evaluating Embodied Exploration,1
2264,8678,Weakly Supervised Posture Mining for Fine-grained Classification,1
1764,8536,MMVC: Learned Multi-Mode Video Compression with Block-based Prediction Mode Selection and Density-Adaptive Entropy Coding,1
1694,9027,PanoSwin: a Pano-style Swin Transformer for Panorama Understanding,1
231,4478,Conditional Generation of Audio from Video via Foley Analogies,1
2263,7271,IDGI: A Framework to Eliminate Explanation Noise from Integrated Gradients,1
86,4440,RIAV-MVS: Recurrent-Indexing an Asymmetric Volume for Multi-View Stereo,1
1767,8035,TINC: Tree-structured Implicit Neural Compression,1
240,508,Continuous Sign Language Recognition with Correlation Network,1
2324,4572,X-Pruner: eXplainable Pruning for Vision Transformers,1
1411,10287,Language-Guided Music Recommendation for Video via Prompt Analogies,1
2271,731,Semi-DETR: Semi-Supervised Object Detection with Detection Transformers,1
1259,498,"Scalable, Detailed and Mask-Free Universal Photometric Stereo",1
2177,1278,VideoTrack: Learning to Track Objects via Video Transformer,1
622,558,Iterative Proposal Refinement for Weakly-Supervised Video Grounding,1
923,3485,Phone2Proc: Bringing Robust Robots Into Our Chaotic World,1
1076,1399,DynaMask: Dynamic Mask Selection for Instance Segmentation,1
2039,3745,AutoRecon: Automated 3D Object Discovery and Reconstruction,1
1075,10818,A Strong Baseline for Generalized Few-Shot Semantic Segmentation,1
778,5751,Adversarially Robust Neural Architecture Search for Graph Neural Networks,1
1915,7304,MDL-NAS: A Joint Multi-domain Learning framework for Vision Transformer,1
1071,3187,UniDAformer: Unified Domain Adaptive Panoptic Segmentation Transformer via Hierarchical Mask Calibration,1
1916,6324,MELTR: Meta Loss Transformer for Learning to Fine-tune Video Foundation Models,1
636,4585,3D-Aware Object Goal Navigation via Simultaneous Exploration and Identification,1
637,827,Meta-Explore: Exploratory Hierarchical Vision-and-Language Navigation Using Scene Object Spectrum Grounding,1
2095,5710,HumanBench: Towards General Human-centric Perception with Projector Assisted Pretraining,1
1920,9126,ERM-KTP: Knowledge-level Machine Unlearning via Knowledge Transfer,1
2093,7355,Robust and Scalable Gaussian Process Regression and Its Applications,1
938,3945,A Simple Baseline for Video Restoration with Grouped Spatial-temporal Shift,1
1921,3092,Rethinking Feature-based Knowledge Distillation for Face Recognition,1
645,4868,Probabilistic Prompt Learning for Dense Prediction,1
646,5058,Is BERT Blind? Exploring the Effect of Vision-and-Language Pretraining on Visual Language Understanding,1
1972,10737,Masked Wavelet Representation for Compact Neural Radiance Fields,1
1055,3205,Learning Instance-Level Representation for Large-Scale Multi-Modal Pretraining in E-commerce,1
942,5205,Structured Kernel Estimation for Photon-Limited Deconvolution,1
2042,6987,Self-supervised Super-plane for Neural 3D Reconstruction,1
1925,6579,On the Stability-Plasticity Dilemma of Class-Incremental Learning,1
772,10538,CaPriDe Learning: Confidential and Private Decentralized Learning based on Encryption-friendly Distillation Loss,1
647,9372,Seeing What You Miss: Vision-Language Pre-training with Semantic Completion Learning,1
1927,1936,Frustratingly Easy Regularization on Representation Can Boost Deep Reinforcement Learning,1
1082,3565,SemiCVT: Semi-Supervised Convolutional Vision Transformer for Semantic Segmentation,1
1909,10248,PMR: Prototypical Modal Rebalance for Multimodal Learning,1
654,629,GeneCIS: A Benchmark for General Conditional Image Similarity,1
794,7514,Learning Neural Duplex Radiance Fields for Real-Time View Synthesis,1
596,8946,MixMAE: Mixed and Masked Autoencoder for Efficient Pretraining of Hierarchical Vision Transformers,1
1996,6045,3D Highlighter: Localizing Regions on 3D Shapes via Text Descriptions,1
597,8527,Adaptive graph convolutional subspace clustering,1
2028,4593,Delving into Discrete Normalizing Flows on SO(3) Manifold for Probabilistic Rotation Modeling,1
1897,1957,HIER: Metric Learning Beyond Class Labels via Hierarchical Regularization,1
2029,8975,3D-POP - An automated annotation approach to facilitate markerless 2D-3D tracking of freely moving birds with marker-based motion capture,1
1115,712,Generative Bias for Robust Visual Question Answering,1
1113,5130,Twin Contrastive Learning with Noisy Labels,1
2117,5872,Gated Multi-Resolution Transfer Network for Burst Restoration and Enhancement,1
600,167,IS-GGT: Iterative Scene Graph Generation with Generative Transformers,1
601,6184,Fast Contextual Scene Graph Generation with Unbiased Context Augmentation,1
603,7050,MED-VT: Multiscale Encoder-Decoder Video Transformer with Application to Object Segmentation,1
1992,10434,Diffusion-Based Signed Distance Fields for 3D Shape Generation,1
985,756,Progressive Random Convolutions for Single Domain Generalization,1
1900,8258,Learning from Noisy Labels with Decoupled Meta Label Purifier,1
1102,7135,Sparse Multi-Modal Graph Transformer with Shared-Context Processing for Representation Learning of Giga-pixel Images,1
606,10557,ZBS: Zero-shot Background Subtraction via instance-level background modeling and foreground selection,1
1098,4275,AutoLabel: CLIP-based framework for Open-set Video Domain Adaptation,1
799,1185,Pointersect: Neural Rendering with Cloud-Ray Intersection,1
2033,2181,IMP: Iterative Matching and Pose Estimation with Adaptive Pooling,1
1989,9497,OReX: Object Reconstruction from Planar Cross-sections Using Neural Fields,1
919,5995,MixSim: A Hierarchical Framework for Mixed Reality Traffic Simulation,1
2112,9149,Deep Polarization Reconstruction with PDAVIS Events,1
1089,6349,Self-supervised AutoFlow,1
2109,3132,TranSG: Transformer-Based Skeleton Graph Prototype Contrastive Learning with Structure-Trajectory Prompted Reconstruction for Person Re-Identification,1
649,9454,Leverage Interactive Affinity for Affordance Learning,1
1969,7224,GM-NeRF: Learning Generalizable Model-based Neural Radiance Fields from Multi-view Images,1
1122,8646,Equiangular Basis Vectors,1
701,463,One-to-Few Label Assignment for End-to-End Dense Detection,1
706,8369,A Soma Segmentation Benchmark in Full Adult Fly Brain,1
707,8765,SDC-UDA: Volumetric Unsupervised Domain Adaptation Framework for Slice-Direction Continuous Cross-Modality Medical Image Segmentation,1
752,5747,From Node Interaction to Hop Interaction: New Effective and Scalable Graph Learning Paradigm,1
716,4297,Glocal Energy-based Learning for Few-Shot Open-Set Recognition,1
749,12393,Imitation Learning as State Matching via Differentiable Physics,1
1002,4785,Self-Supervised Video Forensics by Audio-Visual Anomaly Detection,1
748,4761,Trainable Projected Gradient Method for Robust Fine-tuning,1
717,6664,Noisy Correspondence Learning with Meta Similarity Correction,1
2056,1977,VL-SAT: Visual-Linguistic Semantics Assisted Training for 3D Semantic Scene Graph Prediction in Point Cloud,1
743,5988,Learning to Retain while Acquiring: Combating Distribution-Shift in Adversarial Data-Free Knowledge Distillation,1
742,4276,Task Difficulty Aware Parameter Allocation & Regularization for Lifelong Learning,1
2068,499,GraVoS: Voxel Selection for 3D Point-Cloud Detection,1
998,9653,SCOTCH and SODA: A Transformer Video Shadow Detection Framework,1
720,5332,Boosting Semi-Supervised Learning by Exploiting All Unlabeled Data,1
723,6008,Dynamic Conceptional Contrastive Learning for Generalized Category Discovery,1
1955,3975,Reinforcement Learning-Based Black-Box Model Inversion Attacks,1
724,5935,Towards Better Decision Forests: Forest Alternating Optimization,1
993,5022,BASiS: Batch Aligned Spectral Embedding Space,1
738,8321,"Architecture, Dataset and Model-Scale Agnostic Data-free Meta-Learning",1
725,12638,Learning Debiased Representations via Conditional Attribute Interpolation,1
727,979,Class Relationship Embedded Learning for Source-Free Unsupervised Domain Adaptation,1
1949,2770,Bias-Eliminating Augmentation Learning for Debiased Federated Learning,1
1950,106,Instance-Aware Domain Generalization for Face Anti-Spoofing,1
987,9152,Beyond Attentive Tokens: Incorporating Token Importance and Diversity for Efficient Vision Transformers,1
734,4641,Meta Omnium: A Benchmark for General-Purpose Learning-to-Learn,1
2075,1923,Geometry and Uncertainty-Aware 3D Point Cloud Class-Incremental Semantic Segmentation,1
698,3256,Dynamic Coarse-to-Fine Learning for Oriented Tiny Object Detection,1
764,11790,Attribute-preserving Face Dataset Anonymization via Latent Code Optimization,1
756,6956,Understanding Masked Autoencoders via Hierarchical Latent Variable Models,1
763,11855,HandsOff: Labeled Dataset Generation with No Additional Human Annotations,1
762,3939,Cross-GAN Auditing: Unsupervised Identification of Attribute Level Similarities and Differences between Pretrained Generative Models,1
662,5172,EXIF as Language: Learning Cross-Modal Associations Between Images and Camera Metadata,1
1039,10747,Hierarchical Prompt Learning for Multi-Task Learning,1
667,5934,CrOC: Cross-View Online Clustering for Dense Visual Representation Learning,1
677,9784,Self-Supervised Image-to-Point Distillation via Semantically Tolerant Contrastive Loss,1
2176,6648,Recurrence without Recurrence: Stable Video Landmark Detection with Deep Equilibrium Models,1
1035,10316,Fusing Pre-trained Language Models with Multimodal Prompts through Reinforcement Learning,1
2085,5477,Conjugate Product Graphs for Globally Optimal 2D-3D Shape Matching,1
2046,8397,Inverting the Imaging Process by Learning an Implicit Camera Model,1
1030,2347,Layout-based Causal Inference for Object Navigation,1
2083,5635,"HGNet: Learning Hierarchical Geometry from Points, Edges, and Surfaces",1
1936,10289,Bias Mimicking: A Simple Sampling Approach for Bias Mitigation,1
687,1570,Endpoints Weight Fusion for Class Incremental Semantic Segmentation,1
1026,11853,Modular Memorability: Tiered Representations for Video Memorability Prediction,1
689,5918,Continuous Pseudo-Label Rectified Domain Adaptive Semantic Segmentation with Implicit Neural Representations,1
2047,8040,SfM-TTR: Using Structure from Motion for Test-Time Refinement of Single-View Depth Networks,1
691,9516,Discriminative Co-Saliency and Background Mining Transformer for Co-Salient Object Detection,1
956,6358,OPE-SR: Orthogonal Position Encoding for Designing a Parameter-free Upsampling Module in Arbitrary-scale Image Super-Resolution,1
1938,6568,Practical Network Acceleration with Tiny Sets,1
1963,10095,RIATIG: Reliable and Imperceptible Adversarial Text-to-Image Generation with Natural Prompts,1
2080,6339,Self-positioning Point-based Transformer for Point Cloud Understanding,1
695,4466,ScaleDet: A Scalable Multi-Dataset Object Detector,1
2050,3032,A Practical Stereo Depth System for Smart Glasses,1
1015,5348,Search-Map-Search: A Frame Selection Paradigm for Action Recognition,1
907,5764,PointCert: Point Cloud Classification with Deterministic Certified Robustness Guarantees,1
1106,11785,MetaViewer: Towards A Unified Multi-View Representation,1
906,2967,Rethinking the Approximation Error in 3D Surface Fitting for Point Cloud Normal Estimation,1
538,9306,MoStGAN-V: Video Generation with Temporal Motion Styles,1
1194,3574,Multi-view Inverse Rendering for Large-scale Real-world Indoor Scenes,1
1863,6933,Leveraging Hidden Positives for Unsupervised Semantic Segmentation,1
502,5003,SCOOP: Self-Supervised Correspondence and Optimization-Based Scene Flow,1
1866,5681,Boundary-enhanced Co-training for Weakly Supervised Semantic Segmentation,1
1188,4077,NeuralEditor: Editing Neural Radiance Fields via Manipulating Point Clouds,1
2005,1022,Learning Locally Editable Virtual Humans,1
2154,1847,Semi-Supervised Video Inpainting with Cycle Consistency Constraints,1
2153,863,Binary Latent Diffusion,1
876,7654,Combining Implicit-Explicit View Correlation for Light Field Semantic Segmentation,1
527,10195,Self-Correctable and Adaptable Inference for Generalizable Human Pose Estimation,1
2140,7895,Neural Transformation Fields for Arbitrary-Styled Font Generation,1
535,5780,3Mformer: Multi-order Multi-mode Transformer for Skeletal Action Recognition,1
1124,4008,"Decompose, Adjust, Compose: Effective Normalization by Playing with Frequency for Domain Generalization",1
1158,2234,Semi-supervised Hand Appearance Recovery via Structure Disentanglement and Dual Adversarial Discrimination,1
843,5905,Target-referenced Reactive Grasping for Dynamic Objects,1
842,3222,Command-driven Articulated Object Understanding and Manipulation,1
841,4782,Visual-Tactile Sensing for In-Hand Object Reconstruction,1
1172,3104,Evading DeepFake Detectors via Adversarial Statistical Consistency,1
838,5233,Marching-Primitives: Shape Abstraction from Signed Distance Function,1
1169,7064,Defending Against Patch-based Backdoor Attacks on Self-Supervised Learning,1
2001,1349,Graphics Capsule: Learning Hierarchical 3D Face Representations from 2D Images,1
545,10132,HDR Imaging with Spatially Varying Signal-to-Noise Ratios,1
1166,3503,Learning to Measure the Point Cloud Reconstruction Loss in a Representation Space,1
2014,12379,FlexNeRF: Photorealistic Free-viewpoint Rendering of Moving Humans from Sparse Views,1
1164,12756,ELASTIC AGGREGATION FOR FEDERATED OPTIMIZATION,1
886,4441,Depth Estimation from Camera Image and mmWave Radar Point Cloud,1
851,4157,GFIE: A Dataset and Baseline for Gaze-Following from 2D to 3D in Indoor Environments,1
1861,372,AttentionShift: Iteratively Estimated Part-based Attention Map for Pointly Supervised Instance Segmentation,1
499,8301,Spatiotemporal Self-supervised Learning for Point Clouds in the wild,1
870,8075,Learning to Detect Mirrors from Videos via Dual Correspondences,1
2011,4509,VGFlow: Visibility guided Flow Network for Human Reposing,1
455,11597,3D Human Pose Estimation with Spatio-Temporal Criss-cross Attention,1
1232,580,ShapeClipper: Scalable 3D Shape Learning from Single-View Images via Geometric and CLIP-based Consistency,1
1229,10529,Sampling is Matter: Point-guided 3D Human Mesh Reconstruction,1
863,6679,Neural Part Priors: Learning to Optimize Part-Based Object Completion in RGB-D Scans,1
465,4459,MobileBrick: Building LEGO for 3D Reconstruction on Mobile Devices,1
1223,8250,OmniAvatar: Geometry-Guided Controllable 3D Head Synthesis,1
1852,3626,Semantic Human Parsing via Scalable Semantic Transfer over Multiple Label Domains,1
467,2100,GINA-3D: Learning to Generate Implicit Neural Assets in the Wild,1
2171,2031,G-MSM: Unsupervised Multi-Shape Matching with Graph-based Affinity Priors,1
471,8411,A Light Touch Approach to Teaching Transformers Multi-view Geometry,1
475,8492,LightedDepth: Video Depth Estimation in light of Limited Inference View Angles,1
477,531,Spatio-Focal Bidirectional Disparity Estimation from a Dual-Pixel Image,1
865,8061,Virtual Occlusions Through Implicit Depth,1
1215,1996,HairStep: Transfer Synthetic to Real Using Strand and Depth Maps for Single-View 3D Hair Modeling,1
481,5050,Incremental 3D Semantic Scene Graph Prediction from RGB Sequences,1
1212,11648,CoralStyleCLIP: Co-optimized Region and Layer Selection for Image Editing,1
483,4750,Learning to Zoom and Unzoom,1
2165,8837,DropKey for Vision Transformer,1
1208,81,3D-aware multi-class image-to-image translation with NeRFs,1
489,10105,SlowLiDAR: Increasing the Latency of LiDAR-Based Detection Using Adversarial Examples,1
493,1563,LiDAR2Map: In Defense of LiDAR-Based Semantic Map Construction Using Online Camera Distillation,1
495,5669,SFD2: Semantic-guided Feature Detection and Description,1
2161,2049,Boost Vision Transformer with GPU-Friendly Sparsity and Quantization,1
856,3398,expOSE: Accurate Initialization-Free Projective Factorization using Exponential Regularization,1
1159,6098,Look Around for Anomalies: Weakly-supervised Anomaly Detection via Context-Motion Relational Learning,1
539,12502,Two-stage Co-segmentation Network Based on Discriminative Representation for Recovering Human Mesh from Videos,1
1877,3203,Adaptive Sparse Pairwise Loss for Object Re-Identification,1
901,6218,ACL-SPC: Adaptive Closed-Loop system for Self-Supervised Point Cloud Completion,1
831,8225,Biomechanics-guided Facial Action Unit Detection through Force Modeling,1
1659,6314,Semantic Ray: Learning a Generalizable Semantic Field with Cross-Reprojection Attention,1
825,452,FitMe: Deep Photorealistic 3D Morphable Model Avatars,1
824,2200,FaceLit: Neural 3D Relightable Faces,1
900,3784,Open-set Semantic Segmentation for Point Clouds via Adversarial Prototype Framework,1
1885,2350,FFF: Fragment-Guided Flexible Fitting for Building Complete Protein Structures,1
1139,6919,Achieving a Better Stability-Plasticity Trade-off via Auxiliary Networks in Continual Learning,1
571,9068,NoisyTwins: Class-Consistent and Diverse Image Generation through StyleGANs,1
1881,9817,Multiclass Confidence and Localization Calibration for Object Detection,1
1133,7794,Class Attention Transfer Based Knowledge Distillation,1
582,11306,NVTC: Nonlinear Vector Transform Coding,1
586,11018,DINER: Disorder-Invariant Implicit Neural Representation,1
903,7469,PointVector: A Vector Representation In Point Cloud Analysis,1
588,6986,DeepMAD: Mathematical Architecture Design for Deep Convolutional Neural Network,1
904,10370,ProxyFormer: Proxy Alignment Assisted Point Cloud Completion with Missing Part Sensitive Transformer,1
593,9629,Neuralizer: General Neuroimage Analysis without Re-Training,1
2132,7179,Spatial-Frequency Mutual Learning for Face Super-Resolution,1
1887,12075,Hierarchical discriminative learning improves visual representations of biomedical microscopy,1
731,8284,Understanding and Constructing Latent Modality Structures in Multi-modal Representation Learning,1
1151,8456,How to Prevent the Continuous Damage of Noises to Model training?,1
1153,8481,OpenMix: Exploring Outlier Samples for Misclassification Detection,1
890,4780,Towards Unsupervised Object Detection from LiDAR Point Clouds,1
554,6550,All-in-one Image Restoration for Unknown Degradations Using Adaptive Discriminative Filters for Specific Degradations,1
1156,5253,Learning on Gradients: Generalized Artifacts Representation for GAN-Generated Images Detection,1
1999,9194,StyleGene: Crossover and Mutation of Region-level Facial Genes for Kinship Face Synthesis,0
2355,2286,The Enemy of My Enemy is My Friend: Exploring Inverse Adversaries for Improving Adversarial Training,0
2012,11056,Clothed Human Performance Capture with a Double-layer Neural Radiance Fields,0
2335,6696,Edges to Shapes to Concepts: Adversarial Augmentation for Robust Vision,0
1688,1608,PointListNet: Deep Learning on 3D Point Lists,0
2055,7066,Modality-invariant Visual Odometry for Embodied Vision,0
1993,1749,Efficient View Synthesis and 3D-based Multi-Frame Denoising with Multiplane Feature Representations,0
1980,7771,ReLight My NeRF: A Dataset for Novel View Synthesis and Relighting of Real World Objects,0
2054,5756,Learning to Fuse Monocular and Multi-view Cues for Multi-frame Depth Estimation in Dynamic Scenes,0
1697,4059,Correspondence Transformers with Asymmetric Feature Learning and Matching Flow Super-Resolution,0
1684,10037,ViewNet: A Novel Projection-Based Backbone with View Pooling for Few-shot Point Cloud Classification,0
2305,10328,TIPI: Test Time Adaptation with Transformation Invariance,0
2053,7344,OmniVidar: Omnidirectional Depth Estimation from Multi-Fisheye Images,0
1958,9458,Towards Transferable Targeted Adversarial Examples,0
2333,2474,Masked Auto-Encoders Meet Generative Adversarial Networks and Beyond,0
2308,9868,NIFF: Alleviating Forgetting in Generalized Few-Shot Object Detection via Neural Instance Feature Forging,0
1959,5223,AGAIN: Adversarial Training with Attribution Span Enlargement and Hybrid Feature Fusion,0
2059,11297,Object Detection with Self-Supervised Scene Adaptation,0
1662,6434,Non-line-of-sight Imaging with Signal Superresolution Network,0
2031,8241,Markerless Camera-to-Robot Pose Estimation via Self-supervised Sim-to-Real Transfer,0
2023,7029,CIRCLE: Capture In Rich Contextual Environments,0
1952,7499,Model Barrier: A Compact Un-Transferable Isolation Domain for Model Intellectual Property Protection,0
1663,6019,"Look, Radiate, and Learn: Self-Supervised Localisation via Radio-Visual Correspondence",0
2000,7933,Parameter Efficient Local Implicit Image Function Network for Face Segmentation,0
1953,12181,MEDIC: Remove Model Backdoors via Importance Driven Cloning,0
2025,4898,GarmentTracking: Category-Level Garment Pose Tracking,0
1954,10344,Progressive Backdoor Erasing via connecting Backdoor and Adversarial Attacks,0
1664,3766,Learning Transformations To Reduce the Geometric Shift in Object Detection,0
2338,8381,Generating Anomalies for Video Anomaly Detection with Prompt-based Feature Mapping,0
2322,7471,FlowGrad: Controlling the Output of Generative ODEs with Gradients,0
1716,3325,Event-guided Person Re-Identification via Sparse-Dense Complementary Learning,0
1686,6823,Learnable Skeleton-Aware 3D Point Cloud Sampling,0
2300,2600,Adjustment and Alignment for Unbiased Open Set Domain Adaptation,0
2356,8459,Robust Single Image Reflection Removal Against Adversarial Attacks,0
1978,1135,DyNCA: Real-time Dynamic Texture Synthesis Using Neural Cellular Automata,0
1689,9825,PEAL: Prior-embedded Explicit Attention Learning for low-overlap Point Cloud Registration,0
2015,8265,Flow supervision for Deformable NeRF,0
1985,9127,Teleidoscopic Imaging System for Microscale 3D Shape Reconstruction,0
2041,2104,NeurOCS: Neural NOCS Supervision for Monocular 3D Object Localization,0
1966,1863,High-fidelity Event-Radiance Recovery via Transient Event Frequency,0
2021,4436,DexArt: Benchmarking Generalizable Dexterous Manipulation with Articulated Objects,0
2352,11039,Introducing Competition to Boost the Transferability of Targeted Adversarial Examples through Clean Feature Mixup,0
2016,8140,Building Rearticulable Models for Arbitrary 3D Objects from 4D Point Clouds,0
1988,6461,Sphere-Guided Training of Neural Implicit Surfaces,0
2006,10016,Auto-CARD: Efficient and Robust Codec Avatar Driving for Real-time Mobile Telepresence,0
2326,6151,Compacting Binary Neural Networks by Sparse Kernel Selection,0
2043,5157,PlaneDepth: Self-supervised Depth Estimation via Orthogonal Planes,0
1680,30,MethaneMapper: Spectral Absorption aware Hyperspectral Transformer for Methane Detection,0
2035,7055,Few-shot Geometry-Aware Keypoint Localization,0
2351,11201,Angelic Patches for Improving Third-Party Object Detector Performance,0
2315,11445,Data-Free Knowledge Distillation via Feature Exchange and Activation Region Constraint,0
2038,871,"Learning Geometric-aware Properties in 2D Representation Using Lightweight CAD Models, or Zero Real 3D Pairs",0
1679,9303,Weakly Supervised Class-agnostic Motion Prediction for Autonomous Driving,0
2044,11200,Single View Scene Scale Estimation using Scale Field,0
2045,5733,3D Line Mapping Revisited,0
2319,9601,SLACK: Stable Learning of Augmentations with Cold-start and KL regularization,0
2342,9572,Confidence-aware Personalized Federated Learning via Variational Expectation Maximization,0
1964,9275,CLIP2Protect: Protecting Facial Privacy using Text-Guided Makeup via Adversarial Latent Search,0
2354,10681,Boosting Accuracy and Robustness of Student Models via Adaptive Adversarial Distillation,0
2341,10435,ScaleFL: Resource-Adaptive Federated Learning with Heterogeneous Clients,0
2051,7996,GeoMVSNet: Learning Multi-View Stereo with Geometry Perception,0
1706,2196,AdamsFormer for Spatial Action Localization in the Future,0
1667,9326,Semi-Supervised Stereo-based 3D Object Detection via Cross-View Consensus,0
2348,10487,You Are Catching My Attention: Are Vision Transformers Bad Learners under Backdoor Attacks?,0
1961,12626,Cooperation or Competition: Avoiding Player Domination for Multi-target Robustness by Adaptive Budgets,0
1705,414,Unsupervised Sampling Promoting for Stochastic Human Trajectory Prediction,0
2332,3663,Vector Quantization with Self-attention for Quality-independent Representation Learning,0
1962,4556,Discrete Point-wise Attack Is Not Enough: Generalized Manifold Adversarial Attack for Face Recognition,0
2032,5204,SMOC-Net: Leveraging Camera Pose for Self-Supervised Monocular Object Pose Estimation,0
1979,1922,Neural Scene Chronology,0
1669,5505,MonoATT: Online Monocular 3D Object Detection with Adaptive Token Transformer,0
2013,6805,POEM: Reconstructing Hand in a Point Embedded Multi-view Stereo,0
2329,9187,Fair Scratch Tickets: Finding Fair Sparse Networks without Weight Training,0
1670,2133,Azimuth Super-Resolution for FMCW Radar in Autonomous Driving,0
2340,4823,MetaMix: Towards Corruption-Robust Continual Learning with Temporally Self-Adaptive Data Transformation,0
1682,1281,SCoDA: Domain Adaptive Shape Completion for Real Scans,0
2087,9534,Learning Rotation-Equivariant Features for Visual Correspondence,0
2298,70,Dynamically Instance-Guided Adaptation: A Backward-free Approach for Test-Time Domain Adaptive Semantic Segmentation,0
1802,1246,Weakly Supervised Video Emotion Detection and Prediction via Cross-Modal Temporal Erasing Network,0
2219,8001,MAP: Multimodal Uncertainty-Aware Vision-Language Pre-training Model,0
2218,441,Intrinsic Physical Concepts Discovery with Object-Centric Predictive Models,0
2126,8084,Robust Unsupervised StyleGAN Image Restoration,0
2214,6655,GeoVLN: Learning Geometry-Enhanced Visual Representation with Slot Attention for Vision-and-Language Navigation,0
1800,8614,Hybrid Active Learning via Deep Clustering for Video Action Detection,0
2128,6555,Learning to Exploit the Sequence-Specific Prior Knowledge for Image Processing Pipelines Optimization,0
2212,5317,ANetQA: A Large-scale Benchmark for Fine-grained Compositional Reasoning over Untrimmed Videos,0
2221,8201,Teacher-generated spatial-attention labels boost robustness and accuracy of contrastive models,0
2211,12261,Where We Are and What We're Looking At: Query Based Worldwide Image Geo-localization Using Hierarchies and Scenes,0
